Order_ID;Branch_Start;Start_Latitude;Start_Longitude;Branch_Drop;Pengirim;Penerima;Alamat Penerima;Weather_Condition;Vehicle_Type;Category;arrival_status;Quantity;Weight;Vehicle_Type_Assigned
zrmz038311658;Buah Batu;-6.9658122;107.637866;Bogor;Vanessa Duncan;Jennifer Wright;Kebon Kawung No.454, RT 7/RW 4;Sunny;cargo truck;Cosmetics;Lebih Cepat Sampai;7.0;8.7;van
vyiu703839898;Setiabudi;-6.8689938;107.5934024;Gresik;Sharon Maddox;Melissa Johnson;Dago No.24, RT 3/RW 4;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;7.0;6.6;van
zprd201876838;Jalan Braga;-6.9168925;107.6091723;Palu;Nicole Ford;Sandra Ray;Pasir Kaliki No.36, RT 4/RW 10;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;4.0;12.7;cargo truck
jhsz762951060;Pasir Kaliki;-6.9162852;107.5981344;Makassar;Joseph Walker;Trevor Smith;Setiabudi No.13, RT 5/RW 3;Sunny;van;Electronics;Tepat Waktu;1.0;10.9;cargo truck
bekj688116321;Kebon Kawung;-6.9123708;107.6016929;Jakarta;Stephanie Novak;Marcus Davis;Lembong No.137, RT 9/RW 8;Sunny;pick up truck;Snacks;Terlambat;6.0;11.8;cargo truck
sjlm057802066;Ciwidey;-7.1027234;107.4641673;Malang;Francisco Gonzales;Brian Fuller;Cihampelas No.854, RT 2/RW 10;Sunny;van;Home;Lebih Cepat Sampai;1.0;13.2;cargo truck
nhyh509612536;Cihampelas;-6.8989124;107.6043304;Mojokerto;Dawn Contreras;Christopher Johnson;Cihampelas No.739, RT 6/RW 6;Sunny;cargo truck;Grocery;Tepat Waktu;6.0;4.4;pick up truck
eeqd618069112;Setiabudi;-6.8689938;107.5934024;Tanjung Pinang;Derek Curtis;Laurie Carroll;Buah Batu No.66, RT 4/RW 4;Sunny;cargo truck;Grocery;Lebih Cepat Sampai;10.0;6.6;van
hgxb251235865;Setiabudi;-6.8689938;107.5934024;Samarinda;Allison Cook;Shawn Lopez;Lembong No.203, RT 4/RW 6;Sunny;pick up truck;Home;Lebih Cepat Sampai;2.0;9.0;van
hfkq377169052;Buah Batu;-6.9658122;107.637866;Surabaya;Barbara Carr;Daniel Saunders;Setiabudi No.959, RT 9/RW 4;Sunny;pick up truck;Toys;Terlambat;2.0;10.7;cargo truck
yjvg688515253;Kebon Kawung;-6.9123708;107.6016929;Bekasi;Caitlin Long;Brandon Hernandez;Jalan Braga No.913, RT 2/RW 10;Sunny;cargo truck;Clothing;Lebih Cepat Sampai;8.0;13.7;cargo truck
ljcj633420551;Kebon Kawung;-6.9123708;107.6016929;Pagar Alam;Connie Luna;Joshua Fisher;Kebon Kawung No.878, RT 3/RW 6;Sunny;pick up truck;Shoes;Terlambat;4.0;8.7;van
gdrs981969993;Cihampelas;-6.8989124;107.6043304;Bekasi;Heather Watkins;Jose Clark;Lembong No.269, RT 4/RW 5;Sunny;cargo truck;Clothing;Terlambat;1.0;10.0;van
gvsq763130973;Riau;-6.9059201;107.6209624;Mataram;Sue Hawkins;Kelly Glover;Dago No.187, RT 6/RW 5;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;1.0;11.4;cargo truck
grlx445953950;Dago;-6.8750079;107.6159521;Tebing Tinggi;Monica Campbell;Brian Arnold;Ciwidey No.375, RT 4/RW 10;Sunny;cargo truck;Snacks;Terlambat;6.0;7.4;van
xgyt721732547;Jalan Braga;-6.9168925;107.6091723;Gresik;Christopher Gutierrez;Monica Griffith;Cihampelas No.842, RT 2/RW 7;Sunny;pick up truck;Books;Tepat Waktu;6.0;8.3;van
qhzs156052145;Jalan Braga;-6.9168925;107.6091723;Lubuklinggau;Daniel Williams;Cody Clark;Jalan Braga No.926, RT 1/RW 9;Sunny;cargo truck;Shoes;Tepat Waktu;9.0;11.4;cargo truck
yary770279471;Setiabudi;-6.8689938;107.5934024;Mojokerto;Monique Morrow;Monica Campbell;Jalan Braga No.969, RT 10/RW 1;Sunny;cargo truck;Toys;Lebih Cepat Sampai;5.0;5.1;van
lnjv016440259;Kebon Kawung;-6.9123708;107.6016929;Tebing Tinggi;Jennifer Bradley;Pamela Schwartz;Setiabudi No.879, RT 7/RW 8;Sunny;pick up truck;Clothing;Terlambat;3.0;10.4;cargo truck
dhjq470768896;Dago;-6.8750079;107.6159521;Pontianak;Nicholas Potter;Vicki Rivers;Ciwidey No.666, RT 9/RW 8;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;8.0;3.5;pick up truck
zvfa051692979;Kebon Kawung;-6.9123708;107.6016929;Samarinda;Kimberly Golden;Summer Todd;Kebon Kawung No.834, RT 1/RW 6;Sunny;cargo truck;Electronics;Terlambat;3.0;11.5;cargo truck
eopo259611867;Ciwidey;-7.1027234;107.4641673;Yogyakarta;Daniel Swanson;Daryl Wilson;Jalan Braga No.39, RT 10/RW 3;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;7.0;2.4;pick up truck
olgb364395160;Jalan Braga;-6.9168925;107.6091723;Banda Aceh;Nicholas Harvey;Allen Sims;Kebon Kawung No.749, RT 8/RW 9;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;2.0;3.1;pick up truck
nrfq674846195;Setiabudi;-6.8689938;107.5934024;Metro;James Rojas;Linda Thomas;Buah Batu No.14, RT 3/RW 7;Sunny;cargo truck;Sports;Lebih Cepat Sampai;10.0;13.8;cargo truck
vgzw193823971;Cihampelas;-6.8989124;107.6043304;Bukittinggi;Tracy Richard;John Stephens;Riau No.53, RT 3/RW 8;Sunny;van;Grocery;Lebih Cepat Sampai;10.0;8.3;van
fahb823898334;Dago;-6.8750079;107.6159521;Bogor;Laura Adams;Patrick Reed;Kebon Kawung No.132, RT 2/RW 6;Sunny;pick up truck;Cosmetics;Tepat Waktu;7.0;9.5;van
nibe268762859;Lembong;-6.9165602;107.610072;Pontianak;Wendy Williams;Bradley Conner;Dago No.892, RT 8/RW 3;Sunny;pick up truck;Cosmetics;Terlambat;5.0;11.1;cargo truck
mnbm033870824;Dago;-6.8750079;107.6159521;Bogor;Katrina Harrison;Sean Decker;Riau No.852, RT 7/RW 7;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;10.0;6.7;van
oakr436162667;Cihampelas;-6.8989124;107.6043304;Sawahlunto;Ronnie Christensen;Michelle Hutchinson;Lembong No.132, RT 10/RW 5;Sunny;pick up truck;Grocery;Terlambat;8.0;11.1;cargo truck
xjfy596915046;Setiabudi;-6.8689938;107.5934024;Bandar Lampung;Ann Green;Wesley Lee;Dago No.424, RT 3/RW 7;Sunny;pick up truck;Home;Tepat Waktu;1.0;10.0;van
nghz060874969;Lembong;-6.9165602;107.610072;Kupang;Tammy Moore;Duane Boone;Buah Batu No.861, RT 8/RW 6;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;10.0;11.6;cargo truck
zaqs710928539;Dago;-6.8750079;107.6159521;Bandung;Diana Horton;Vernon Lopez;Riau No.144, RT 5/RW 10;Sunny;pick up truck;Grocery;Tepat Waktu;10.0;13.1;cargo truck
dwzi960484812;Cihampelas;-6.8989124;107.6043304;Prabumulih;Michael Bender;Ian Lopez;Setiabudi No.632, RT 9/RW 4;Sunny;pick up truck;Toys;Lebih Cepat Sampai;8.0;4.6;pick up truck
ekyz229935115;Cihampelas;-6.8989124;107.6043304;Banda Aceh;Paula Smith;Richard Smith;Ciwidey No.56, RT 10/RW 10;Sunny;pick up truck;Shoes;Terlambat;1.0;14.7;cargo truck
choz180747784;Lembong;-6.9165602;107.610072;Bandar Lampung;Jennifer Ferguson;Rebecca Romero;Riau No.460, RT 6/RW 6;Sunny;pick up truck;Electronics;Terlambat;1.0;4.3;pick up truck
zsky712976728;Lembong;-6.9165602;107.610072;Malang;Daniel Phillips;Diane Zuniga;Riau No.830, RT 7/RW 7;Sunny;pick up truck;Clothing;Terlambat;8.0;4.1;pick up truck
osud810483234;Setiabudi;-6.8689938;107.5934024;Solo;Steven Lawson;Tristan Jordan;Pasir Kaliki No.428, RT 7/RW 2;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;5.0;11.5;cargo truck
nwss005014925;Jalan Braga;-6.9168925;107.6091723;Ambon;Jorge Herman;Anthony Soto;Pasir Kaliki No.262, RT 9/RW 3;Sunny;cargo truck;Sports;Lebih Cepat Sampai;3.0;6.6;van
lnmi334731920;Pasir Kaliki;-6.9162852;107.5981344;Semarang;Mr. Jeffrey Buckley;Shelby Lee;Buah Batu No.617, RT 2/RW 2;Sunny;cargo truck;Toys;Lebih Cepat Sampai;1.0;3.6;pick up truck
ohde535718983;Lembong;-6.9165602;107.610072;Pematang Siantar;Deanna Gonzalez;Roy Yang;Pasir Kaliki No.665, RT 10/RW 1;Sunny;pick up truck;Toys;Lebih Cepat Sampai;10.0;4.1;pick up truck
lcml533985936;Lembong;-6.9165602;107.610072;Dumai;Shane Barron;Kaitlyn Patrick;Riau No.765, RT 2/RW 8;Sunny;pick up truck;Sports;Lebih Cepat Sampai;3.0;7.5;van
fxyt461362626;Setiabudi;-6.8689938;107.5934024;Tanjung Pinang;Mr. Michael Alvarado;Melissa Harris;Lembong No.737, RT 6/RW 9;Sunny;pick up truck;Shoes;Terlambat;4.0;9.7;van
grmz418445566;Cihampelas;-6.8989124;107.6043304;Cilegon;Hunter Sanchez;Patrick Barker;Buah Batu No.504, RT 5/RW 5;Sunny;pick up truck;Shoes;Terlambat;8.0;5.1;van
nwmu295829619;Cihampelas;-6.8989124;107.6043304;Depok;Donna Ross;Lori Carroll;Setiabudi No.803, RT 1/RW 1;Sunny;pick up truck;Toys;Tepat Waktu;7.0;6.5;van
xdyr016807829;Buah Batu;-6.9658122;107.637866;Tebing Tinggi;Michelle White;Katherine Williams;Dago No.948, RT 1/RW 5;Sunny;cargo truck;Home;Lebih Cepat Sampai;3.0;10.5;cargo truck
akcm514304333;Dago;-6.8750079;107.6159521;Jayapura;John Walker;Brian Walters;Riau No.93, RT 1/RW 9;Sunny;pick up truck;Clothing;Tepat Waktu;6.0;4.7;pick up truck
hsuk906087222;Dago;-6.8750079;107.6159521;Surabaya;Sandra Morris;George Hutchinson;Jalan Braga No.947, RT 4/RW 3;Sunny;pick up truck;Home;Terlambat;1.0;5.5;van
eman776164623;Cihampelas;-6.8989124;107.6043304;Lubuklinggau;Daniel Rodriguez;Brandon Oconnor;Riau No.576, RT 2/RW 4;Sunny;cargo truck;Clothing;Tepat Waktu;3.0;6.5;van
galp883087677;Cihampelas;-6.8989124;107.6043304;Makassar;Rachel Sanders;Dennis Knight;Setiabudi No.107, RT 1/RW 3;Sunny;pick up truck;Cosmetics;Terlambat;7.0;1.3;pick up truck
zdug806601332;Jalan Braga;-6.9168925;107.6091723;Surabaya;Julie Guerrero;Megan Hooper;Lembong No.926, RT 9/RW 5;Sunny;pick up truck;Toys;Lebih Cepat Sampai;9.0;3.0;pick up truck
rgin351127940;Cihampelas;-6.8989124;107.6043304;Malang;Logan Miller;Suzanne Kelley;Cihampelas No.73, RT 9/RW 6;Sunny;pick up truck;Grocery;Tepat Waktu;6.0;6.4;van
icre121727117;Jalan Braga;-6.9168925;107.6091723;Payakumbuh;James Trevino;Amy Fowler;Lembong No.588, RT 9/RW 6;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;10.0;4.9;pick up truck
facd445153411;Jalan Braga;-6.9168925;107.6091723;Cilegon;Robert Chang;Donald Martinez;Ciwidey No.234, RT 8/RW 10;Sunny;pick up truck;Home;Terlambat;1.0;3.8;pick up truck
trya148628778;Dago;-6.8750079;107.6159521;Tebing Tinggi;Randy Knight;Shane Armstrong;Dago No.462, RT 10/RW 6;Sunny;cargo truck;Sports;Tepat Waktu;5.0;1.1;pick up truck
ewqr246921569;Cihampelas;-6.8989124;107.6043304;Payakumbuh;Philip Scott MD;Brett Parks;Cihampelas No.181, RT 7/RW 8;Sunny;pick up truck;Home;Terlambat;3.0;6.5;van
pooe269924587;Cihampelas;-6.8989124;107.6043304;Banjarbaru;Carla Shepherd;Robin Jones;Buah Batu No.345, RT 4/RW 3;Sunny;cargo truck;Snacks;Lebih Cepat Sampai;8.0;10.5;cargo truck
wbgd483619961;Buah Batu;-6.9658122;107.637866;Bekasi;Tina Flores;Mr. Kenneth Smith DDS;Dago No.788, RT 9/RW 4;Sunny;pick up truck;Cosmetics;Terlambat;8.0;5.8;van
bisn947489839;Cihampelas;-6.8989124;107.6043304;Semarang;Joseph White;Karen Cole;Kebon Kawung No.628, RT 7/RW 7;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;1.0;10.5;cargo truck
jomw418470368;Cihampelas;-6.8989124;107.6043304;Prabumulih;Leah Clark;William Choi;Pasir Kaliki No.520, RT 9/RW 2;Sunny;pick up truck;Shoes;Terlambat;6.0;6.6;van
hxuk552490336;Riau;-6.9059201;107.6209624;Metro;Alicia Cobb;Catherine Moore;Jalan Braga No.225, RT 5/RW 9;Sunny;pick up truck;Clothing;Tepat Waktu;4.0;5.3;van
uzmg204926119;Riau;-6.9059201;107.6209624;Cimahi;Sarah Smith;Christopher Cannon;Riau No.349, RT 6/RW 3;Sunny;van;Toys;Tepat Waktu;2.0;12.0;cargo truck
qoyn913070355;Dago;-6.8750079;107.6159521;Tebing Tinggi;Meredith Wells;Daniel Cooper;Ciwidey No.401, RT 2/RW 9;Sunny;cargo truck;Toys;Terlambat;5.0;9.6;van
sxzd229647907;Dago;-6.8750079;107.6159521;Payakumbuh;Leslie Miller;Carla Myers;Dago No.204, RT 2/RW 9;Sunny;cargo truck;Toys;Lebih Cepat Sampai;9.0;1.5;pick up truck
pqav221347463;Jalan Braga;-6.9168925;107.6091723;Ternate;Adam Walker;Juan Castillo;Kebon Kawung No.34, RT 4/RW 8;Sunny;cargo truck;Sports;Lebih Cepat Sampai;8.0;8.1;van
mfag163060506;Lembong;-6.9165602;107.610072;Metro;Randy Jackson;Wanda Hodges;Pasir Kaliki No.948, RT 2/RW 8;Sunny;cargo truck;Electronics;Terlambat;1.0;1.7;pick up truck
jcyn251861281;Riau;-6.9059201;107.6209624;Mataram;Danielle Sanford;Debra Herman;Lembong No.451, RT 7/RW 5;Sunny;cargo truck;Clothing;Lebih Cepat Sampai;1.0;14.9;cargo truck
mplg543427794;Pasir Kaliki;-6.9162852;107.5981344;Depok;Tammy Barton;Peter Woods;Cihampelas No.205, RT 3/RW 1;Sunny;cargo truck;Home;Lebih Cepat Sampai;2.0;2.0;pick up truck
byrv237817080;Kebon Kawung;-6.9123708;107.6016929;Solo;James Lin;Danielle Mack DDS;Buah Batu No.857, RT 9/RW 8;Sunny;pick up truck;Cosmetics;Terlambat;9.0;8.1;van
pdjn831198730;Jalan Braga;-6.9168925;107.6091723;Sorong;Michael York;Tony Snyder;Dago No.943, RT 3/RW 9;Sunny;cargo truck;Electronics;Terlambat;1.0;9.1;van
mgot653395976;Riau;-6.9059201;107.6209624;Tangerang;Jennifer Carter;Ryan Garcia;Lembong No.94, RT 3/RW 5;Sunny;pick up truck;Clothing;Tepat Waktu;3.0;9.5;van
tiul987821085;Jalan Braga;-6.9168925;107.6091723;Banjarbaru;Audrey Chan;Johnathan Black;Dago No.481, RT 6/RW 7;Sunny;cargo truck;Books;Lebih Cepat Sampai;10.0;4.4;pick up truck
uuyb806620811;Lembong;-6.9165602;107.610072;Ambon;Monique Small;Marie Allen;Lembong No.629, RT 10/RW 8;Sunny;pick up truck;Books;Tepat Waktu;5.0;12.1;cargo truck
zqrs627435283;Buah Batu;-6.9658122;107.637866;Bogor;Jessica Thompson;Gloria Fox;Pasir Kaliki No.786, RT 9/RW 9;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;7.0;2.4;pick up truck
aakx537010761;Setiabudi;-6.8689938;107.5934024;Semarang;Kristina Barnes;John Moody;Dago No.827, RT 2/RW 1;Sunny;cargo truck;Grocery;Terlambat;7.0;6.1;van
xxyv376349132;Buah Batu;-6.9658122;107.637866;Palembang;Jennifer Erickson;Joshua Leach;Setiabudi No.328, RT 8/RW 7;Sunny;cargo truck;Shoes;Tepat Waktu;7.0;13.1;cargo truck
iwwb338816604;Jalan Braga;-6.9168925;107.6091723;Bekasi;Corey Ramos;Michael Booker;Buah Batu No.622, RT 6/RW 2;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;5.0;6.6;van
phiu856545125;Cihampelas;-6.8989124;107.6043304;Palembang;Jerry Rowe;Joshua Richards;Cihampelas No.992, RT 6/RW 7;Sunny;pick up truck;Sports;Lebih Cepat Sampai;4.0;3.6;pick up truck
eotw451569705;Buah Batu;-6.9658122;107.637866;Sungaipenuh;Ryan Fletcher;Nathaniel Miller;Setiabudi No.80, RT 4/RW 7;Sunny;cargo truck;Snacks;Tepat Waktu;6.0;2.6;pick up truck
ctfk588047619;Pasir Kaliki;-6.9162852;107.5981344;Banjarbaru;Rachel Smith;Breanna Sutton;Cihampelas No.900, RT 7/RW 9;Sunny;cargo truck;Clothing;Terlambat;8.0;6.5;van
qpah326452722;Jalan Braga;-6.9168925;107.6091723;Dumai;Kelsey Stafford;Christopher Petersen;Riau No.796, RT 3/RW 10;Sunny;pick up truck;Toys;Tepat Waktu;1.0;5.0;pick up truck
dqbz534241942;Lembong;-6.9165602;107.610072;Payakumbuh;Levi Blackburn;Nathan Colon;Dago No.30, RT 8/RW 7;Sunny;cargo truck;Grocery;Lebih Cepat Sampai;9.0;3.3;pick up truck
vdmg184189811;Cihampelas;-6.8989124;107.6043304;Banda Aceh;Nicholas Madden;Kimberly Cooley;Setiabudi No.227, RT 6/RW 1;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;8.0;5.7;van
iawg418776657;Jalan Braga;-6.9168925;107.6091723;Pontianak;Linda Warren;Erica Collins;Kebon Kawung No.575, RT 10/RW 6;Sunny;cargo truck;Grocery;Lebih Cepat Sampai;5.0;5.1;van
dugz992518795;Riau;-6.9059201;107.6209624;Salatiga;Linda Green;Laurie Wright;Dago No.54, RT 9/RW 5;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;3.0;12.6;cargo truck
pdsw969640869;Dago;-6.8750079;107.6159521;Manado;Laura Wilkerson;Maria Mercado;Pasir Kaliki No.417, RT 7/RW 4;Sunny;pick up truck;Sports;Terlambat;7.0;14.9;cargo truck
svih082468536;Setiabudi;-6.8689938;107.5934024;Tanjung Pinang;Mallory Cook;Ethan Powell;Dago No.666, RT 8/RW 2;Sunny;pick up truck;Sports;Terlambat;7.0;1.4;pick up truck
hsgc875331166;Lembong;-6.9165602;107.610072;Gresik;Joseph Li;Makayla Moore;Riau No.85, RT 6/RW 7;Sunny;pick up truck;Toys;Terlambat;6.0;8.4;van
kitv833855845;Buah Batu;-6.9658122;107.637866;Palu;Jake Hall;Paul Walsh;Ciwidey No.902, RT 6/RW 5;Sunny;cargo truck;Home;Terlambat;1.0;14.6;cargo truck
rheh947209181;Kebon Kawung;-6.9123708;107.6016929;Yogyakarta;Debbie Jordan;William Sanders;Lembong No.681, RT 2/RW 9;Sunny;pick up truck;Clothing;Terlambat;10.0;9.4;van
bwgd846873690;Pasir Kaliki;-6.9162852;107.5981344;Cimahi;Brittany Mccormick;Tonya Lopez;Jalan Braga No.748, RT 9/RW 9;Sunny;cargo truck;Clothing;Tepat Waktu;2.0;3.2;pick up truck
pkfc215480701;Pasir Kaliki;-6.9162852;107.5981344;Palu;Kristina Terry;Joshua Gill;Kebon Kawung No.74, RT 9/RW 1;Sunny;pick up truck;Home;Lebih Cepat Sampai;2.0;9.7;van
vfxf404908596;Lembong;-6.9165602;107.610072;Ternate;Kathryn Baker;Richard Huff;Ciwidey No.356, RT 5/RW 2;Sunny;cargo truck;Clothing;Terlambat;10.0;6.1;van
lcyb591394168;Pasir Kaliki;-6.9162852;107.5981344;Tebing Tinggi;Victoria Owens;Ryan Flores;Setiabudi No.191, RT 10/RW 1;Sunny;pick up truck;Books;Terlambat;6.0;10.6;cargo truck
oddo566089344;Cihampelas;-6.8989124;107.6043304;Pagar Alam;Tracy Petty;Jennifer Martinez;Jalan Braga No.981, RT 4/RW 4;Sunny;pick up truck;Books;Tepat Waktu;5.0;9.7;van
nxlu910164809;Jalan Braga;-6.9168925;107.6091723;Binjai;Glenn Horton;Amber Willis;Lembong No.829, RT 2/RW 6;Sunny;pick up truck;Electronics;Terlambat;3.0;3.8;pick up truck
mayo704831121;Cihampelas;-6.8989124;107.6043304;Kupang;Crystal Potts;Brandon Price;Ciwidey No.50, RT 6/RW 5;Sunny;pick up truck;Snacks;Tepat Waktu;9.0;12.2;cargo truck
rwee451244942;Setiabudi;-6.8689938;107.5934024;Depok;David Howard;Lisa Bailey;Kebon Kawung No.994, RT 4/RW 3;Sunny;pick up truck;Sports;Terlambat;8.0;8.1;van
lqfy549194291;Buah Batu;-6.9658122;107.637866;Gresik;Anita Crawford;Thomas Harris;Jalan Braga No.746, RT 9/RW 7;Sunny;cargo truck;Home;Terlambat;3.0;2.0;pick up truck
sxos533668000;Cihampelas;-6.8989124;107.6043304;Bogor;Christopher Zamora;Richard Potter;Kebon Kawung No.891, RT 5/RW 1;Sunny;pick up truck;Electronics;Terlambat;2.0;11.4;cargo truck
agfw793037332;Setiabudi;-6.8689938;107.5934024;Bogor;Joseph Kim;Patrick Allen;Buah Batu No.802, RT 2/RW 4;Sunny;pick up truck;Clothing;Terlambat;4.0;12.5;cargo truck
fgwg019540514;Kebon Kawung;-6.9123708;107.6016929;Palu;William Arias;Patrick Lawrence;Setiabudi No.243, RT 3/RW 2;Sunny;pick up truck;Electronics;Terlambat;2.0;11.6;cargo truck
lkvr491157671;Cihampelas;-6.8989124;107.6043304;Malang;Jennifer Woodard;Reginald Chapman;Jalan Braga No.333, RT 3/RW 8;Sunny;cargo truck;Grocery;Terlambat;10.0;3.0;pick up truck
vzof428058486;Jalan Braga;-6.9168925;107.6091723;Bukittinggi;Vanessa Juarez;Joe Guzman;Kebon Kawung No.876, RT 6/RW 7;Sunny;pick up truck;Toys;Tepat Waktu;10.0;13.7;cargo truck
hcsy076856192;Pasir Kaliki;-6.9162852;107.5981344;Gresik;Matthew Craig;Jeremy Smith;Lembong No.212, RT 2/RW 9;Sunny;cargo truck;Electronics;Terlambat;1.0;1.6;pick up truck
vrsm325575083;Kebon Kawung;-6.9123708;107.6016929;Semarang;Patrick Caldwell;Jessica Thomas;Jalan Braga No.978, RT 4/RW 7;Sunny;pick up truck;Snacks;Terlambat;6.0;2.2;pick up truck
btpp733933115;Pasir Kaliki;-6.9162852;107.5981344;Makassar;Matthew Franco;Linda Neal;Kebon Kawung No.835, RT 2/RW 5;Sunny;cargo truck;Clothing;Terlambat;9.0;13.3;cargo truck
amvb367623827;Pasir Kaliki;-6.9162852;107.5981344;Malang;Sara Todd;Jonathon Mitchell;Lembong No.292, RT 10/RW 3;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;1.0;7.6;van
qtnx136677971;Jalan Braga;-6.9168925;107.6091723;Metro;Kevin Lewis;Erica Ward;Jalan Braga No.810, RT 3/RW 9;Sunny;pick up truck;Grocery;Terlambat;5.0;13.5;cargo truck
lsko015176610;Pasir Kaliki;-6.9162852;107.5981344;Ternate;Kelly Liu;Laura Roberts;Dago No.571, RT 10/RW 7;Sunny;cargo truck;Home;Lebih Cepat Sampai;2.0;12.0;cargo truck
zjln391683820;Cihampelas;-6.8989124;107.6043304;Palu;Jerry Jackson;Kelli Morgan;Pasir Kaliki No.390, RT 4/RW 9;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;5.0;11.6;cargo truck
howb399367504;Dago;-6.8750079;107.6159521;Metro;Darryl Christensen;Desiree Coffey;Lembong No.37, RT 8/RW 9;Sunny;cargo truck;Sports;Lebih Cepat Sampai;2.0;10.5;cargo truck
gfyn656417133;Cihampelas;-6.8989124;107.6043304;Dumai;Mandy Fox;Allison Moran;Ciwidey No.849, RT 7/RW 2;Sunny;cargo truck;Grocery;Terlambat;7.0;5.0;pick up truck
escb278973515;Ciwidey;-7.1027234;107.4641673;Tebing Tinggi;Angelica Jones;Cindy Brown;Ciwidey No.349, RT 3/RW 4;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;5.0;4.4;pick up truck
evqz486030298;Dago;-6.8750079;107.6159521;Cimahi;Tina Dudley;Amy Hester;Cihampelas No.731, RT 1/RW 1;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;1.0;13.3;cargo truck
uebk212841983;Cihampelas;-6.8989124;107.6043304;Metro;Rhonda Ramirez;Cathy Marshall MD;Kebon Kawung No.20, RT 9/RW 10;Sunny;pick up truck;Shoes;Terlambat;5.0;2.1;pick up truck
kkdn949498140;Setiabudi;-6.8689938;107.5934024;Palu;Jay Williams;Barbara Taylor;Setiabudi No.328, RT 8/RW 2;Sunny;pick up truck;Books;Lebih Cepat Sampai;8.0;9.5;van
nsaq088175607;Dago;-6.8750079;107.6159521;Tangerang Selatan;Spencer Greene;Pamela Flowers;Buah Batu No.89, RT 4/RW 6;Sunny;pick up truck;Sports;Lebih Cepat Sampai;6.0;10.1;cargo truck
cziz373555089;Pasir Kaliki;-6.9162852;107.5981344;Tebing Tinggi;Timothy Adams;Sean Rubio;Ciwidey No.218, RT 6/RW 7;Sunny;pick up truck;Electronics;Tepat Waktu;1.0;13.8;cargo truck
seww512174361;Cihampelas;-6.8989124;107.6043304;Bekasi;Jamie Evans MD;Amanda Campbell;Lembong No.921, RT 8/RW 4;Sunny;cargo truck;Sports;Tepat Waktu;4.0;4.9;pick up truck
emsd217404550;Pasir Kaliki;-6.9162852;107.5981344;Jakarta;Tricia Warner;Jeffery Ward;Riau No.316, RT 9/RW 5;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;9.0;13.0;cargo truck
vdrl415151704;Dago;-6.8750079;107.6159521;Manado;Amanda Thompson;Lisa Pierce;Pasir Kaliki No.780, RT 7/RW 3;Sunny;pick up truck;Sports;Lebih Cepat Sampai;1.0;14.7;cargo truck
xpsx573043057;Pasir Kaliki;-6.9162852;107.5981344;Samarinda;Rebecca Ochoa;Diana Davis;Buah Batu No.330, RT 9/RW 10;Sunny;cargo truck;Sports;Tepat Waktu;10.0;8.2;van
bxmi920090739;Buah Batu;-6.9658122;107.637866;Jambi;Steven Harris;Benjamin Cummings;Jalan Braga No.184, RT 3/RW 7;Sunny;cargo truck;Shoes;Terlambat;3.0;8.7;van
neof291952979;Cihampelas;-6.8989124;107.6043304;Serang;Bryan Miller;Kara Atkins;Kebon Kawung No.848, RT 5/RW 9;Sunny;cargo truck;Cosmetics;Terlambat;9.0;8.6;van
kbom293110923;Cihampelas;-6.8989124;107.6043304;Tangerang Selatan;Patricia Brooks;Brian Mclaughlin;Kebon Kawung No.917, RT 7/RW 4;Sunny;cargo truck;Toys;Terlambat;10.0;5.9;van
ynfz955925062;Buah Batu;-6.9658122;107.637866;Samarinda;Karen Baird;Chloe Wyatt;Ciwidey No.761, RT 1/RW 10;Sunny;cargo truck;Grocery;Tepat Waktu;8.0;12.1;cargo truck
ptfi927317538;Dago;-6.8750079;107.6159521;Cimahi;James Davis;Jamie Fritz;Lembong No.421, RT 2/RW 1;Sunny;cargo truck;Shoes;Lebih Cepat Sampai;2.0;3.4;pick up truck
omvc949757451;Buah Batu;-6.9658122;107.637866;Banjarbaru;Larry Lowe;Jeffrey Harris;Buah Batu No.595, RT 2/RW 9;Sunny;pick up truck;Electronics;Tepat Waktu;3.0;3.4;pick up truck
gjyd578143740;Cihampelas;-6.8989124;107.6043304;Yogyakarta;Curtis Ramirez;Darius Lindsey;Jalan Braga No.47, RT 7/RW 9;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;6.0;14.8;cargo truck
